,RI_file,CHL_file,lbl_img_path,풍속(m/s),풍향(deg),기온(°C),수온(°C),강수량(mm),풍속(m/s).1,풍향(deg).1,기온(°C).1,수온(°C).1,강수량(mm).1,풍속(m/s).2,풍향(deg).2,기온(°C).2,수온(°C).2,강수량(mm).2,풍속(m/s).3,풍향(deg).3,기온(°C).3,수온(°C).3,강수량(mm).3,풍속(m/s).4,풍향(deg).4,기온(°C).4,수온(°C).4,강수량(mm).4,적조발생
0,image_data_19to21/RI/20190820_09_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190820_09_CHL.JPG.jpg,labelled_images_19to21/20190820_09_RI.JPG.jpg.jpg,0.3677685950413223,0.1944444444444445,0.8108808290155441,0.8082191780821919,0.0,0.2972972972972973,0.1222222222222222,0.8615384615384615,0.7883597883597884,0.0,0.3884615384615384,0.1416666666666666,0.8499960232243696,0.6592920353982301,0.0,0.4035087719298244,0.1694444444444444,0.8675675675675676,0.7946428571428572,0.0,0.2401746724890829,0.2083333333333333,0.926241134751773,0.7530364372469636,0.0,1.0
1,image_data_19to21/RI/20190820_10_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190820_10_CHL.JPG.jpg,labelled_images_19to21/20190820_10_RI.JPG.jpg.jpg,0.3595041322314049,0.1861111111111112,0.8108808290155441,0.7945205479452054,0.0,0.3344594594594594,0.0777777777777777,0.8282051282051281,0.8042328042328041,0.0,0.3807692307692308,0.1388888888888889,0.8505527718126145,0.6592920353982301,0.0,0.4736842105263157,0.1805555555555556,0.8648648648648648,0.7857142857142857,0.0,0.2532751091703056,0.1888888888888888,0.9276595744680852,0.7732793522267207,0.0,1.0
2,image_data_19to21/RI/20190820_11_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190820_11_CHL.JPG.jpg,labelled_images_19to21/20190820_11_RI.JPG.jpg.jpg,0.4173553719008264,0.2000000000000001,0.8186528497409326,0.817351598173516,0.0,0.2668918918918919,0.0972222222222222,0.8384615384615385,0.8253968253968255,0.0,0.3961538461538462,0.1333333333333333,0.8511095204008591,0.6592920353982301,0.0,0.4780701754385964,0.175,0.8648648648648648,0.7812500000000001,0.0,0.2489082969432314,0.1888888888888888,0.924822695035461,0.7773279352226721,0.0,1.0
3,image_data_19to21/RI/20190820_12_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190820_12_CHL.JPG.jpg,labelled_images_19to21/20190820_12_RI.JPG.jpg.jpg,0.4256198347107438,0.1972222222222222,0.8160621761658031,0.8264840182648404,0.0,0.2027027027027027,0.1972222222222222,0.8538461538461538,0.8306878306878305,0.0,0.4000000000000001,0.1638888888888888,0.8516662689891037,0.6592920353982301,0.0,0.4780701754385964,0.2027777777777778,0.8594594594594595,0.7723214285714286,0.0,0.2903930131004366,0.2111111111111111,0.926241134751773,0.7773279352226721,0.0,1.0
4,image_data_19to21/RI/20190820_13_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190820_13_CHL.JPG.jpg,labelled_images_19to21/20190820_13_RI.JPG.jpg.jpg,0.4297520661157025,0.2166666666666667,0.8134715025906737,0.8310502283105023,0.0,0.1858108108108108,0.2111111111111111,0.8384615384615385,0.8306878306878305,0.0,0.3730769230769231,0.1722222222222222,0.8522230175773485,0.6592920353982301,0.0,0.4868421052631578,0.2083333333333333,0.8648648648648648,0.7723214285714286,0.0,0.3318777292576419,0.2333333333333333,0.9276595744680852,0.7773279352226721,0.0,1.0
5,image_data_19to21/RI/20190820_14_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190820_14_CHL.JPG.jpg,labelled_images_19to21/20190820_14_RI.JPG.jpg.jpg,0.3553719008264462,0.2083333333333334,0.8186528497409326,0.8447488584474886,0.0,0.1418918918918918,0.1472222222222222,0.8512820512820513,0.8306878306878305,0.0,0.3346153846153846,0.1777777777777778,0.8527797661655929,0.6592920353982301,0.0,0.4605263157894735,0.2055555555555556,0.8621621621621621,0.7678571428571429,0.0,0.3755458515283842,0.2333333333333333,0.926241134751773,0.7651821862348179,0.0,1.0
6,image_data_19to21/RI/20190820_15_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190820_15_CHL.JPG.jpg,labelled_images_19to21/20190820_15_RI.JPG.jpg.jpg,0.3801652892561983,0.1972222222222222,0.8160621761658031,0.8538812785388129,0.0,0.206081081081081,0.1833333333333333,0.8564102564102565,0.8042328042328041,0.0,0.3384615384615385,0.1583333333333333,0.8533365147538378,0.6592920353982301,0.0,0.4517543859649123,0.1861111111111111,0.8621621621621621,0.7678571428571429,0.0,0.4366812227074235,0.2222222222222222,0.9347517730496454,0.8340080971659919,0.0,1.0
7,image_data_19to21/RI/20190820_16_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190820_16_CHL.JPG.jpg,labelled_images_19to21/20190820_16_RI.JPG.jpg.jpg,0.3925619834710744,0.1916666666666667,0.8160621761658031,0.8493150684931509,0.0,0.3074324324324324,0.0805555555555555,0.8435897435897435,0.798941798941799,0.0,0.3538461538461539,0.1472222222222222,0.8538932633420824,0.6592920353982301,0.0,0.4342105263157894,0.1833333333333333,0.8621621621621621,0.7589285714285715,0.0,0.4366812227074235,0.225,0.9290780141843972,0.8421052631578948,0.0,1.0
8,image_data_19to21/RI/20190821_09_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190821_09_CHL.JPG.jpg,labelled_images_19to21/20190821_09_RI.JPG.jpg.jpg,0.1115702479338843,0.5916666666666667,0.8134715025906737,0.8264840182648404,0.0,0.0506756756756756,0.0166666666666666,0.8487179487179487,0.7724867724867724,0.0,0.0876923076923077,0.2455555555555555,0.8633579893422414,0.6592920353982301,0.0,0.2236842105263157,0.2361111111111111,0.8405405405405406,0.7812500000000001,0.0,0.1877729257641921,0.4361111111111111,0.9404255319148938,0.8178137651821862,0.0,1.0
9,image_data_19to21/RI/20190821_10_RI.JPG.jpg.jpg,image_data_19to21/CHL/20190821_10_CHL.JPG.jpg,labelled_images_19to21/20190821_10_RI.JPG.jpg.jpg,0.0578512396694215,0.5916666666666667,0.8367875647668394,0.8264840182648404,0.0,0.0844594594594594,0.0361111111111111,0.858974358974359,0.7671957671957671,0.0,0.0907692307692308,0.1994444444444444,0.863914737930486,0.6592920353982301,0.0,0.2236842105263157,0.2138888888888889,0.8432432432432433,0.7857142857142857,0.0,0.3755458515283842,0.4916666666666666,0.9432624113475178,0.8218623481781377,0.0,1.0
